"date","country","total_revenue"
"2007-02-17","China","4.99"
"2007-02-20","China","2.99"
"2007-02-21","China","9.99"
"2007-02-21","China","10.99"
"2007-02-17","Brazil","4.99"
"2007-02-19","Brazil","3.99"
"2007-02-18","China","0.99"
"2007-02-21","China","4.99"
"2007-02-16","Yugoslavia","3.99"
"2007-02-18","Yugoslavia","8.99"
"2007-02-20","Yugoslavia","6.99"
"2007-02-17","India","4.99"
"2007-02-18","India","6.99"
"2007-02-21","India","2.99"
"2007-02-21","India","6.99"
"2007-02-21","South Africa","1.99"
"2007-02-17","United Kingdom","6.99"
"2007-02-19","United Kingdom","5.99"
"2007-02-20","United Kingdom","0.99"
"2007-02-20","United Kingdom","4.99"
"2007-02-21","United Kingdom","6.99"
"2007-02-16","Lithuania","0.99"
"2007-02-20","Lithuania","6.99"
"2007-02-20","Lithuania","3.99"
"2007-02-17","Poland","4.99"
"2007-02-18","Poland","1.99"
"2007-02-19","Poland","4.99"
"2007-02-20","Poland","4.99"
"2007-02-21","Poland","10.99"
"2007-02-19","Egypt","4.99"
"2007-02-19","Egypt","0.99"
"2007-02-20","Egypt","4.99"
"2007-02-21","Egypt","1.99"
"2007-02-15","Argentina","4.99"
"2007-02-16","Argentina","1.99"
"2007-02-14","United States","2.99"
"2007-02-15","United States","2.99"
"2007-02-16","United States","4.99"
"2007-02-17","United States","4.99"
"2007-02-18","United States","5.99"
"2007-02-19","United States","0.99"
"2007-02-20","United States","4.99"
"2007-02-20","United States","4.99"
"2007-02-21","United States","0.99"
"2007-02-17","Nigeria","3.99"
"2007-02-19","Nigeria","4.99"
"2007-02-19","Nigeria","3.99"
"2007-02-21","Nigeria","4.99"
"2007-02-15","Romania","4.99"
"2007-02-19","Romania","0.99"
"2007-02-16","China","2.99"
"2007-02-15","Peru","4.99"
"2007-02-18","Peru","5.99"
"2007-02-21","Peru","5.99"
"2007-02-16","Turkey","5.99"
"2007-02-17","Turkey","4.99"
"2007-02-18","Turkey","0.99"
"2007-02-21","Turkey","4.99"
"2007-02-19","Russian Federation","4.99"
"2007-02-20","Russian Federation","2.99"
"2007-02-16","Venezuela","4.99"
"2007-02-18","Venezuela","4.99"
"2007-02-19","Venezuela","0.99"
"2007-02-21","Venezuela","4.99"
"2007-02-21","Venezuela","1.99"
"2007-02-15","China","6.99"
"2007-02-16","China","5.99"
"2007-02-15","Mexico","4.99"
"2007-02-15","Mexico","4.99"
"2007-02-16","Mexico","2.99"
"2007-02-17","Mexico","5.99"
"2007-02-17","Mexico","6.99"
"2007-02-18","Mexico","3.99"
"2007-02-20","Mexico","2.99"
"2007-02-15","Poland","4.99"
"2007-02-15","Poland","3.99"
"2007-02-16","Poland","4.99"
"2007-02-17","Poland","4.99"
"2007-02-18","Poland","2.99"
"2007-02-20","Poland","10.99"
"2007-02-17","Poland","10.99"
"2007-02-17","Poland","0.99"
"2007-02-18","Poland","0.99"
"2007-02-16","Kazakstan","4.99"
"2007-02-19","Kazakstan","5.99"
"2007-02-20","Kazakstan","1.99"
"2007-02-21","Kazakstan","7.99"
"2007-02-16","Japan","0.99"
"2007-02-16","Japan","5.99"
"2007-02-16","Japan","0.99"
"2007-02-19","Japan","0.99"
"2007-02-21","Japan","6.99"
"2007-02-15","Mexico","2.99"
"2007-02-16","Mexico","2.99"
"2007-02-17","Mexico","4.99"
"2007-02-15","Taiwan","4.99"
"2007-02-16","Taiwan","2.99"
"2007-02-18","Taiwan","0.99"
"2007-02-18","Taiwan","8.99"
"2007-02-19","Taiwan","3.99"
"2007-02-19","Taiwan","4.99"
"2007-02-21","Taiwan","6.99"
"2007-02-18","Taiwan","3.99"
"2007-02-21","Taiwan","2.99"
"2007-02-21","Taiwan","6.99"
"2007-02-16","Mexico","6.99"
"2007-02-19","Mexico","4.99"
"2007-02-21","Mexico","2.99"
"2007-02-18","Iraq","5.99"
"2007-02-18","Iraq","3.99"
"2007-02-20","Iraq","2.99"
"2007-02-15","Philippines","0.99"
"2007-02-17","Mexico","3.99"
"2007-02-17","Mexico","2.99"
"2007-02-17","Mexico","4.99"
"2007-02-16","Mexico","2.99"
"2007-02-18","Mexico","7.99"
"2007-02-20","Mexico","0.99"
"2007-02-15","United Kingdom","3.99"
"2007-02-18","United Kingdom","9.99"
"2007-02-19","United Kingdom","4.99"
"2007-02-19","United Kingdom","5.99"
"2007-02-19","United Kingdom","3.99"
"2007-02-21","United Kingdom","0.99"
"2007-02-15","Gambia","3.99"
"2007-02-21","Gambia","6.99"
"2007-02-15","Argentina","0.99"
"2007-02-15","Argentina","7.99"
"2007-02-19","Argentina","0.99"
"2007-02-20","Argentina","3.99"
"2007-02-15","Taiwan","2.99"
"2007-02-15","Taiwan","0.99"
"2007-02-15","Mexico","2.99"
"2007-02-17","Mexico","4.99"
"2007-02-18","Mexico","2.99"
"2007-02-18","Mexico","4.99"
"2007-02-17","China","2.99"
"2007-02-17","China","6.99"
"2007-02-18","China","7.99"
"2007-02-18","China","2.99"
"2007-02-20","China","3.99"
"2007-02-15","Ecuador","4.99"
"2007-02-16","Ecuador","4.99"
"2007-02-19","Ecuador","8.99"
"2007-02-19","Ecuador","8.99"
"2007-02-20","Ecuador","2.99"
"2007-02-15","Bahrain","7.99"
"2007-02-18","Bahrain","2.99"
"2007-02-19","Bahrain","2.99"
"2007-02-20","Bahrain","6.99"
"2007-02-20","Bahrain","9.99"
"2007-02-15","Brazil","0.99"
"2007-02-21","Brazil","2.99"
"2007-02-21","Brazil","4.99"
"2007-02-14","Hungary","6.99"
"2007-02-15","Hungary","5.99"
"2007-02-15","Hungary","2.99"
"2007-02-19","Hungary","0.99"
"2007-02-20","Hungary","7.99"
"2007-02-17","United States","5.99"
"2007-02-18","United States","4.99"
"2007-02-18","United States","4.99"
"2007-02-19","United States","4.99"
"2007-02-15","China","5.99"
"2007-02-16","China","4.99"
"2007-02-17","China","2.99"
"2007-02-18","China","6.99"
"2007-02-19","China","0.99"
"2007-02-21","China","1.99"
"2007-02-14","China","2.99"
"2007-02-21","China","4.99"
"2007-02-16","Greece","1.99"
"2007-02-19","Greece","1.99"
"2007-02-18","Peru","0.99"
"2007-02-19","Peru","4.99"
"2007-02-20","Peru","1.99"
"2007-02-20","Switzerland","2.99"
"2007-02-18","China","1.99"
"2007-02-20","China","6.99"
"2007-02-21","China","4.99"
"2007-02-21","China","6.99"
"2007-02-15","India","2.99"
"2007-02-15","India","4.99"
"2007-02-20","India","0.99"
"2007-02-20","India","0.99"
"2007-02-15","Indonesia","4.99"
"2007-02-16","Indonesia","2.99"
"2007-02-20","Indonesia","7.99"
"2007-02-21","Indonesia","2.99"
"2007-02-15","Turkey","2.99"
"2007-02-16","Turkey","7.99"
"2007-02-17","Turkey","4.99"
"2007-02-17","Turkey","7.99"
"2007-02-17","Turkey","2.99"
"2007-02-19","Turkey","4.99"
"2007-02-15","Paraguay","2.99"
"2007-02-15","Paraguay","4.99"
"2007-02-16","Paraguay","0.99"
"2007-02-18","Paraguay","5.99"
"2007-02-17","Brazil","0.99"
"2007-02-18","Brazil","5.99"
"2007-02-20","Brazil","4.99"
"2007-02-17","Greenland","3.99"
"2007-02-16","India","0.99"
"2007-02-17","India","5.99"
"2007-02-19","India","0.99"
"2007-02-19","India","2.99"
"2007-02-20","India","0.99"
"2007-02-14","Japan","5.99"
"2007-02-15","Japan","0.99"
"2007-02-15","Japan","9.99"
"2007-02-16","Japan","4.99"
"2007-02-18","Japan","4.99"
"2007-02-18","Japan","0.99"
"2007-02-21","Japan","3.99"
"2007-02-17","United States","2.99"
"2007-02-16","Greece","8.99"
"2007-02-16","Greece","6.99"
"2007-02-17","Greece","6.99"
"2007-02-19","Greece","2.99"
"2007-02-15","Myanmar","4.99"
"2007-02-16","Myanmar","0.99"
"2007-02-16","Myanmar","2.99"
"2007-02-16","Myanmar","0.99"
"2007-02-17","Myanmar","0.99"
"2007-02-19","Myanmar","5.99"
"2007-02-15","Taiwan","3.99"
"2007-02-16","Taiwan","2.99"
"2007-02-17","Taiwan","4.99"
"2007-02-19","Taiwan","2.99"
"2007-02-20","Taiwan","4.99"
"2007-02-16","United States","3.99"
"2007-02-16","United States","2.99"
"2007-02-17","United States","0.99"
"2007-02-18","United States","0.99"
"2007-02-16","Yugoslavia","0.99"
"2007-02-18","Yugoslavia","2.99"
"2007-02-19","Yugoslavia","0.99"
"2007-02-20","Yugoslavia","4.99"
"2007-02-20","Yugoslavia","0.99"
"2007-02-15","New Zealand","2.99"
"2007-02-17","New Zealand","5.99"
"2007-02-20","New Zealand","4.99"
"2007-02-20","Oman","7.99"
"2007-02-21","Oman","4.99"
"2007-02-16","Iran","4.99"
"2007-02-17","Iran","4.99"
"2007-02-18","Iran","3.99"
"2007-02-19","Iran","0.99"
"2007-02-19","Iran","0.99"
"2007-02-15","Japan","6.99"
"2007-02-17","Japan","7.99"
"2007-02-20","Japan","0.99"
"2007-02-16","India","5.99"
"2007-02-18","India","5.99"
"2007-02-18","India","5.99"
"2007-02-19","India","4.99"
"2007-02-20","India","2.99"
"2007-02-21","India","0.99"
"2007-02-17","Turkey","2.99"
"2007-02-18","Turkey","4.99"
"2007-02-20","Turkey","2.99"
"2007-02-20","Turkey","8.99"
"2007-02-15","United States","4.99"
"2007-02-18","India","2.99"
"2007-02-20","India","5.99"
"2007-02-20","India","0.99"
"2007-02-17","United Kingdom","6.99"
"2007-02-17","United Kingdom","7.99"
"2007-02-20","United Kingdom","7.99"
"2007-02-21","United Kingdom","0.99"
"2007-02-17","Russian Federation","5.99"
"2007-02-19","Russian Federation","8.99"
"2007-02-21","Russian Federation","5.99"
"2007-02-15","Nigeria","5.99"
"2007-02-16","Nigeria","4.99"
"2007-02-17","Nigeria","5.99"
"2007-02-20","Nigeria","8.99"
"2007-02-19","South Africa","2.99"
"2007-02-19","South Africa","2.99"
"2007-02-21","South Africa","2.99"
"2007-02-16","Pakistan","0.99"
"2007-02-17","Pakistan","3.99"
"2007-02-18","Pakistan","4.99"
"2007-02-21","Pakistan","4.99"
"2007-02-18","Bangladesh","7.99"
"2007-02-18","Bangladesh","4.99"
"2007-02-18","Bangladesh","2.99"
"2007-02-19","Bangladesh","4.99"
"2007-02-20","Bangladesh","10.99"
"2007-02-21","Morocco","2.99"
"2007-02-19","Latvia","1.99"
"2007-02-19","Latvia","0.99"
"2007-02-20","Latvia","5.99"
"2007-02-20","Latvia","4.99"
"2007-02-21","Latvia","2.99"
"2007-02-16","Argentina","2.99"
"2007-02-17","Argentina","2.99"
"2007-02-17","Argentina","4.99"
"2007-02-18","Argentina","5.99"
"2007-02-20","Argentina","7.99"
"2007-02-15","Pakistan","4.99"
"2007-02-15","Pakistan","2.99"
"2007-02-16","Pakistan","6.99"
"2007-02-19","Pakistan","8.99"
"2007-02-20","Pakistan","4.99"
"2007-02-21","Pakistan","4.99"
"2007-02-15","Holy See (Vatican City State)","5.99"
"2007-02-16","Holy See (Vatican City State)","4.99"
"2007-02-17","Holy See (Vatican City State)","9.99"
"2007-02-18","Holy See (Vatican City State)","3.99"
"2007-02-18","Holy See (Vatican City State)","6.99"
"2007-02-18","Holy See (Vatican City State)","4.99"
"2007-02-19","Holy See (Vatican City State)","4.99"
"2007-02-15","Philippines","4.99"
"2007-02-15","Philippines","4.99"
"2007-02-16","Philippines","2.99"
"2007-02-17","Philippines","3.99"
"2007-02-18","Philippines","2.99"
"2007-02-19","Philippines","4.99"
"2007-02-20","Philippines","1.99"
"2007-02-21","Philippines","3.99"
"2007-02-15","India","2.99"
"2007-02-15","India","4.99"
"2007-02-18","India","3.99"
"2007-02-19","India","0.99"
"2007-02-21","India","0.99"
"2007-02-19","Japan","0.99"
"2007-02-19","Japan","0.99"
"2007-02-19","Japan","7.99"
"2007-02-19","Japan","2.99"
"2007-02-19","Japan","2.99"
"2007-02-20","Japan","2.99"
"2007-02-21","Japan","2.99"
"2007-02-17","Taiwan","1.99"
"2007-02-17","Taiwan","2.99"
"2007-02-17","Taiwan","4.99"
"2007-02-19","Taiwan","2.99"
"2007-02-16","India","4.99"
"2007-02-16","India","1.99"
"2007-02-18","India","0.99"
"2007-02-18","India","6.99"
"2007-02-18","India","7.99"
"2007-02-18","India","0.99"
"2007-02-18","India","0.99"
"2007-02-19","India","4.99"
"2007-02-20","India","2.99"
"2007-02-20","India","1.99"
"2007-02-20","India","0.99"
"2007-02-17","India","6.99"
"2007-02-17","India","0.99"
"2007-02-19","India","5.99"
"2007-02-20","India","1.99"
"2007-02-15","Italy","10.99"
"2007-02-20","Italy","8.99"
"2007-02-17","Japan","4.99"
"2007-02-18","Japan","5.99"
"2007-02-20","Japan","0.99"
"2007-02-16","France","0.99"
"2007-02-17","France","2.99"
"2007-02-18","France","4.99"
"2007-02-18","France","0.99"
"2007-02-19","France","2.99"
"2007-02-20","France","4.99"
"2007-02-19","Iran","0.99"
"2007-02-16","China","4.99"
"2007-02-16","China","1.99"
"2007-02-16","China","3.99"
"2007-02-15","Moldova","2.99"
"2007-02-19","Moldova","1.99"
"2007-02-19","Moldova","1.99"
"2007-02-20","Moldova","4.99"
"2007-02-21","Moldova","3.99"
"2007-02-16","Brazil","5.99"
"2007-02-17","Brazil","4.99"
"2007-02-17","Brazil","0.99"
"2007-02-18","Brazil","4.99"
"2007-02-19","Brazil","4.99"
"2007-02-19","Brazil","4.99"
"2007-02-18","Morocco","7.99"
"2007-02-20","Morocco","2.99"
"2007-02-20","Morocco","4.99"
"2007-02-21","Morocco","0.99"
"2007-02-19","Armenia","4.99"
"2007-02-21","Armenia","7.99"
"2007-02-15","Thailand","0.99"
"2007-02-17","Thailand","2.99"
"2007-02-17","Thailand","3.99"
"2007-02-18","Thailand","4.99"
"2007-02-15","French Polynesia","4.99"
"2007-02-15","Russian Federation","3.99"
"2007-02-18","Russian Federation","2.99"
"2007-02-19","Russian Federation","3.99"
"2007-02-19","Russian Federation","4.99"
"2007-02-16","Chile","4.99"
"2007-02-17","Chile","2.99"
"2007-02-19","Chile","4.99"
"2007-02-21","Chile","3.99"
"2007-02-21","Chile","0.99"
"2007-02-14","Russian Federation","4.99"
"2007-02-15","Russian Federation","4.99"
"2007-02-17","Russian Federation","0.99"
"2007-02-18","Russian Federation","2.99"
"2007-02-20","Russian Federation","8.99"
"2007-02-20","Russian Federation","4.99"
"2007-02-21","Russian Federation","4.99"
"2007-02-17","Brazil","4.99"
"2007-02-18","Brazil","6.99"
"2007-02-21","Brazil","5.99"
"2007-02-16","Russian Federation","9.99"
"2007-02-19","Russian Federation","0.99"
"2007-02-14","Saudi Arabia","0.99"
"2007-02-15","Saudi Arabia","9.99"
"2007-02-16","Saudi Arabia","0.99"
"2007-02-16","Saudi Arabia","6.99"
"2007-02-21","Saudi Arabia","4.99"
"2007-02-15","Sudan","2.99"
"2007-02-16","Sudan","4.99"
"2007-02-20","Sudan","0.99"
"2007-02-20","Sudan","2.99"
"2007-02-15","United States","1.99"
"2007-02-15","United States","0.99"
"2007-02-15","Spain","4.99"
"2007-02-18","Spain","0.99"
"2007-02-19","Spain","2.99"
"2007-02-20","Spain","4.99"
"2007-02-17","Japan","0.99"
"2007-02-18","Japan","2.99"
"2007-02-20","Japan","2.99"
"2007-02-20","Japan","2.99"
"2007-02-21","Japan","0.99"
"2007-02-16","Japan","4.99"
"2007-02-16","Japan","2.99"
"2007-02-18","Japan","6.99"
"2007-02-19","Japan","4.99"
"2007-02-16","Russian Federation","2.99"
"2007-02-17","Russian Federation","2.99"
"2007-02-20","Russian Federation","2.99"
"2007-02-20","Russian Federation","4.99"
"2007-02-20","Russian Federation","4.99"
"2007-02-16","French Polynesia","6.99"
"2007-02-17","French Polynesia","0.99"
"2007-02-18","French Polynesia","4.99"
"2007-02-20","French Polynesia","0.99"
"2007-02-17","Liechtenstein","5.99"
"2007-02-17","Liechtenstein","0.99"
"2007-02-18","Liechtenstein","4.99"
"2007-02-20","Liechtenstein","7.99"
"2007-02-21","Liechtenstein","0.99"
"2007-02-18","Malaysia","4.99"
"2007-02-19","Malaysia","0.99"
"2007-02-20","Malaysia","0.99"
"2007-02-15","India","2.99"
"2007-02-16","India","3.99"
"2007-02-20","India","3.99"
"2007-02-15","India","4.99"
"2007-02-18","India","4.99"
"2007-02-15","United States","6.99"
"2007-02-15","United States","0.99"
"2007-02-16","United States","0.99"
"2007-02-20","United States","4.99"
"2007-02-20","United States","5.99"
"2007-02-21","United States","0.99"
"2007-02-21","United States","3.99"
"2007-02-16","United States","0.99"
"2007-02-15","China","0.99"
"2007-02-17","China","2.99"
"2007-02-17","French Guiana","7.99"
"2007-02-20","French Guiana","4.99"
"2007-02-15","Sweden","2.99"
"2007-02-17","Sweden","2.99"
"2007-02-17","Sweden","4.99"
"2007-02-19","Sweden","2.99"
"2007-02-19","Sweden","4.99"
"2007-02-21","Sweden","3.99"
"2007-02-21","Sweden","6.99"
"2007-02-17","China","3.99"
"2007-02-19","China","3.99"
"2007-02-19","China","0.99"
"2007-02-21","China","4.99"
"2007-02-16","India","5.99"
"2007-02-17","India","8.99"
"2007-02-19","India","2.99"
"2007-02-19","India","4.99"
"2007-02-19","India","2.99"
"2007-02-16","Algeria","2.99"
"2007-02-21","Algeria","4.99"
"2007-02-18","Saudi Arabia","4.99"
"2007-02-17","Philippines","2.99"
"2007-02-18","Philippines","4.99"
"2007-02-21","Philippines","5.99"
"2007-02-18","Philippines","4.99"
"2007-02-16","Taiwan","0.99"
"2007-02-20","Taiwan","4.99"
"2007-02-18","Brazil","1.99"
"2007-02-18","Brazil","0.99"
"2007-02-20","Brazil","1.99"
"2007-02-21","Brazil","7.99"
"2007-02-17","Taiwan","4.99"
"2007-02-17","Taiwan","7.99"
"2007-02-19","Taiwan","4.99"
"2007-02-20","Taiwan","6.99"
"2007-02-20","Taiwan","4.99"
"2007-02-15","Kazakstan","0.99"
"2007-02-16","Kazakstan","6.99"
"2007-02-17","Kazakstan","0.99"
"2007-02-18","Kazakstan","1.99"
"2007-02-20","Kazakstan","0.99"
"2007-02-21","Kazakstan","0.99"
"2007-02-16","Brazil","4.99"
"2007-02-18","Brazil","3.99"
"2007-02-18","Brazil","8.99"
"2007-02-20","Brazil","2.99"
"2007-02-21","Brazil","0.99"
"2007-02-18","India","2.99"
"2007-02-20","India","6.99"
"2007-02-21","India","7.99"
"2007-02-20","Japan","4.99"
"2007-02-20","Japan","2.99"
"2007-02-19","Nigeria","2.99"
"2007-02-19","Nigeria","8.99"
"2007-02-21","Nigeria","3.99"
"2007-02-19","Madagascar","1.99"
"2007-02-19","Madagascar","5.99"
"2007-02-21","Madagascar","4.99"
"2007-02-15","Ukraine","0.99"
"2007-02-16","Ukraine","0.99"
"2007-02-18","Ukraine","8.99"
"2007-02-19","Ukraine","8.99"
"2007-02-21","Ukraine","0.99"
"2007-02-15","South Africa","5.99"
"2007-02-16","South Africa","5.99"
"2007-02-16","South Africa","3.99"
"2007-02-21","South Africa","4.99"
"2007-02-15","Mexico","0.99"
"2007-02-15","Mexico","4.99"
"2007-02-16","Mexico","0.99"
"2007-02-17","Mexico","5.99"
"2007-02-17","Mexico","0.99"
"2007-02-18","Mexico","0.99"
"2007-02-16","United Kingdom","1.99"
"2007-02-17","United Kingdom","5.99"
"2007-02-19","United Kingdom","0.99"
"2007-02-20","United Kingdom","4.99"
"2007-02-21","United Kingdom","1.99"
"2007-02-21","United Kingdom","3.99"
"2007-02-16","Thailand","4.99"
"2007-02-16","Thailand","0.99"
"2007-02-17","Thailand","2.99"
"2007-02-17","Thailand","4.99"
"2007-02-18","Thailand","4.99"
"2007-02-20","Thailand","0.99"
"2007-02-21","Thailand","4.99"
"2007-02-16","Colombia","4.99"
"2007-02-17","Colombia","2.99"
"2007-02-18","Colombia","2.99"
"2007-02-18","Colombia","4.99"
"2007-02-20","Colombia","9.99"
"2007-02-15","South Korea","2.99"
"2007-02-18","South Korea","7.99"
"2007-02-19","South Korea","2.99"
"2007-02-15","Argentina","8.99"
"2007-02-15","Argentina","7.99"
"2007-02-17","Argentina","4.99"
"2007-02-18","Argentina","0.99"
"2007-02-19","Argentina","7.99"
"2007-02-17","China","0.99"
"2007-02-19","China","6.99"
"2007-02-20","China","0.99"
"2007-02-15","Brunei","4.99"
"2007-02-18","Brunei","3.99"
"2007-02-20","Brunei","0.99"
"2007-02-21","Brunei","2.99"
"2007-02-17","Brazil","4.99"
"2007-02-18","Brazil","0.99"
"2007-02-19","Brazil","8.99"
"2007-02-18","China","4.99"
"2007-02-20","China","0.99"
"2007-02-15","Philippines","2.99"
"2007-02-15","Philippines","4.99"
"2007-02-16","Philippines","3.99"
"2007-02-19","Philippines","4.99"
"2007-02-19","Philippines","2.99"
"2007-02-14","India","2.99"
"2007-02-15","India","1.99"
"2007-02-20","India","2.99"
"2007-02-21","India","0.99"
"2007-02-15","United States","3.99"
"2007-02-15","United States","7.99"
"2007-02-15","United States","0.99"
"2007-02-18","United States","0.99"
"2007-02-20","United States","5.99"
"2007-02-21","United States","0.99"
"2007-02-21","United States","0.99"
"2007-02-17","Mozambique","2.99"
"2007-02-19","Mozambique","4.99"
"2007-02-21","Mozambique","0.99"
"2007-02-15","United Arab Emirates","3.99"
"2007-02-16","United Arab Emirates","5.99"
"2007-02-18","United Arab Emirates","4.99"
"2007-02-18","United Arab Emirates","0.99"
"2007-02-19","United Arab Emirates","4.99"
"2007-02-21","United Arab Emirates","4.99"
"2007-02-16","South Korea","4.99"
"2007-02-18","South Korea","2.99"
"2007-02-15","Russian Federation","4.99"
